Video_name,Caption,Gloss,Video_path
oRWh6W0IVZIvrTQFNGDi,His son is so cute!,POSS-s:1 son fs-SO CUTE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/oRWh6W0IVZIvrTQFNGDi
WXAMwlU7wdWsQCjeZPX9,what can we change so that things will get better?,WHAT CAN WE CHANGE fs-SO THING WILL BECOME BETTER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/WXAMwlU7wdWsQCjeZPX9
W2Ezlx9JJMsEPFN5rYSm,Whose umbrella is this?,UMBRELLA THIS WHO,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/W2Ezlx9JJMsEPFN5rYSm
2fcNIrWO7sToFgoilA0U,My dog ate my bag. ,MY DOG IX-ONE-s:1 MY #BAG IX-ONE-s:2 IX-ONE-s:1 EAT IX-ONE-s:2,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/2fcNIrWO7sToFgoilA0U
6Jkt099U7lkzx6I3hTs0,Did you report this to the police?,QUESTION YOU FINISH REPORT POLICE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/6Jkt099U7lkzx6I3hTs0
4WTEXZfC8QjKqpr5h0f1,What an interesting case you are working on now!,WHAT INTEREST CASE YOU WORK NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/4WTEXZfC8QjKqpr5h0f1
zPl2PpYJ0w4IzDgg7BtR,How's your research going?,your research how,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/zPl2PpYJ0w4IzDgg7BtR
vS7vT57UHc8N3MFdm6Cb,I want to watch this now.,ME WANT WATCH THIS NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/vS7vT57UHc8N3MFdm6Cb
ccdyowucnlSquzpZqUrZ,There are so many things I want to learn.,WANT LEARN ME MANY,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ccdyowucnlSquzpZqUrZ
5H8x5EB3y0F2yjSUyLS3,Could you cover for me during emergencies?,COULD YOU COVER ME DURING EMERGENCY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/5H8x5EB3y0F2yjSUyLS3
brrMsToAhvpQjI9XqnKy,That’s not what i want.,THAT NOT WHAT ME SAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/brrMsToAhvpQjI9XqnKy
u777WLM4WIkJezKHig58,You have a point.,YOU HAVE POINT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/u777WLM4WIkJezKHig58
TVf8MDGWmgvXt75L0YZ1,Please stop that,please stop that,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/TVf8MDGWmgvXt75L0YZ1
VuS9jZ8uVbhV3vC5AWX3,How was the weather yesterday?,HOW   WHEATER YESTERDAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/VuS9jZ8uVbhV3vC5AWX3
JC0Eh81tEnjWSI473chG,Can you look this way?,can look you,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/JC0Eh81tEnjWSI473chG
Fo19UZOmvM593nBXUjTJ,"Oh no, I left my phone at home!",no my phone home me leave,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/Fo19UZOmvM593nBXUjTJ
KGNbSuJE9fQbzONJAAwd,My teacher went on vacation yesterday,MY TEACH-PERSON GO VACATION YESTERDAY,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/KGNbSuJE9fQbzONJAAwd
J7Bw4Q4mLOVFQ4UJrBnZ,It's the end of an era,end era,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/J7Bw4Q4mLOVFQ4UJrBnZ
cxYaZ9tCPk2ClXAM3JFk,I am so sorry.,ME fs-SO SORRY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/cxYaZ9tCPk2ClXAM3JFk
7Mva1F6zu9TqHBgTkaxc,He is my brother.,fs-HE MY BROTHER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/7Mva1F6zu9TqHBgTkaxc
3ZE6hI32QOFKhnHZOr2Y,A great leader is a great model of how to do things,GREAT LEADER SAME GREAT MODEL KNOW HOW DO THING,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/3ZE6hI32QOFKhnHZOr2Y
q0czqYHv4sXtOv6u4Ugs,There are so many people at the mall today,fs-mall today a-lot people,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/q0czqYHv4sXtOv6u4Ugs
JVFDuiNMtvBMFTK0hH04,is it okay if we add a bit of sugar to the tea?,fs-IF ME ADD LITTLE+ SUGAR IN TEA,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/JVFDuiNMtvBMFTK0hH04
27JhnqSlOfiRry6RyVLG,The patient is in so much pain now.,patient SO MUCH PAIN NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/27JhnqSlOfiRry6RyVLG
zYmR6qqPmwdlddBSL6FK,"Be careful, you might fall.",CAREFUL YOU MIGHT FALL,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/zYmR6qqPmwdlddBSL6FK
5E0zbsTzXKKxAK5gGLFk,I’ll wear a red dress tonight.,ME will WEAR RED DRESS TONIGHT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/5E0zbsTzXKKxAK5gGLFk
CISoHiq5yUZiYXE1KsSu,Is anyone else coming? ,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/CISoHiq5yUZiYXE1KsSu
VnkcpviS4ySQFi3UyDjS,Please give them some of the apples I brought home.,PLEASE GIVE some HOME APPLE me BUY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/VnkcpviS4ySQFi3UyDjS
M0Dh8S0ZKgqkbJGlfZXi,He is going to build his future house,ix-one-s:1 will build poss-s:2 future house,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/M0Dh8S0ZKgqkbJGlfZXi
Mx6KYwGLGOeKyhvZ902T,I read her report and it was great!,ME READ POSS-s:2 REPORT GOOD,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Mx6KYwGLGOeKyhvZ902T
oatAJTEuAlAFR30dvrrw,I need to enroll him to a good preschool.,ME NEED PLACE GOOD PRE-SCHOOL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/oatAJTEuAlAFR30dvrrw
c3aeurS0gFMRhiUXryiQ,I'm never going to drink wine again,me never will drink wine again,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/c3aeurS0gFMRhiUXryiQ
ZcRYPnRwb7C2Ue7fYFpE,Can you show me how to use this vacuum cleaner?,CAN YOU SHOW ME HOW USE VACUUM,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ZcRYPnRwb7C2Ue7fYFpE
zdj9v4ZJ6APXo3TkZ72d,i hope the government does something about the poverty in this country.,ME HOPE GOVERNMENT DO SOMETHING ABOUT POVERTY+ IN OUR COUNTRY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/zdj9v4ZJ6APXo3TkZ72d
ODjkGAQBlmBTBgGZTsiu,My wife is away for the weekend.,my WIFE ALWAYS AWAY WEEKEND,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ODjkGAQBlmBTBgGZTsiu
IzYXAvwvqu2GTfjMat1s,The police have questioned him about the incident.,POLICE ix-one-s:2 QUESTION IX-ONE-s:2 about INCIDENT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/IzYXAvwvqu2GTfjMat1s
tT4vlePZRJ2VP0MKAVva,I saw him draw it while he was writing on the table,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/tT4vlePZRJ2VP0MKAVva
7IXqUv7RzynxSwtKZUwO,We went around the block.,WE GO AROUND block,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/7IXqUv7RzynxSwtKZUwO
vU3SSViagxH25UShCeUK,The situation is getting out of hand.,THIS SITUATION OUT CONTROL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/vU3SSViagxH25UShCeUK
23Ts5PuF7diP2RR6kyLm,I didn't mean to sound so angry,ME NOT MEAN HEAR MAD,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/23Ts5PuF7diP2RR6kyLm
YyNlnIRk3pBXyLLQ2fsl,Christmas is my favorite season!,CHRISTMAS fs-SEASON my FAVORITE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/YyNlnIRk3pBXyLLQ2fsl
dXfekpRAVIvJLyktAYoS,The situation is getting out of hand.,THIS SITUATION OUT CONTROL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/dXfekpRAVIvJLyktAYoS
5uXmFpgVLLZ2RCGi4875,that’s all i know about dinosaurs.,ALL ME KNOW ABOUT DINOSAUR THAT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/5uXmFpgVLLZ2RCGi4875
2yRjsEEbV1zuZSOHcnMS,I loved that toy when I was a kid.,me LOVE that fs-TOY WHEN ME KID,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/2yRjsEEbV1zuZSOHcnMS
OAf1IOFfOuuJR5JqiCTt,We met in college,WE MEET WHERE   COLLEGE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/OAf1IOFfOuuJR5JqiCTt
qFUXHOBzxtoHER2K9HeQ,The patient is in so much pain now.,PATIENT PAIN A-LOT NOW,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/qFUXHOBzxtoHER2K9HeQ
6Voz9qvDFoTV5bZvCsnq,Your faith will see you through tough times.,YOUR FAITH WILL SEE YOU THROUGH TOUGH TIME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/6Voz9qvDFoTV5bZvCsnq
RDGgsjIfL8rv2lVbw5S7,This is the year i’m finally going to learn english.,FINALLY this YEAR WILL STUDY ENGLISH,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/RDGgsjIfL8rv2lVbw5S7
kFvfhHCVdE2pVkiuVXKI,I saw him draw it while writing on the table.,ME SEE IX-ONE-s:3 DRAW WRITE table,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/kFvfhHCVdE2pVkiuVXKI
rvL2iLdZqN55XD8j16Bh,It's a fact: shopping can improve your mood,can improve feel shop true,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/rvL2iLdZqN55XD8j16Bh
AUt0yKpyVwcgTA2udPLQ,He is such an annoying person.,fs-HE BOTHER PERSON,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/AUt0yKpyVwcgTA2udPLQ
loLkKstbHAhqrl9eLziR,Describe yourself in one word.,YOURSELF ONE WORD DESCRIBE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/loLkKstbHAhqrl9eLziR
EpnQHuTS7dqi0yEgIUrV,His mother is a very lovely woman.,POSS-s:2 VERY LONELY WOMAN MOM,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/EpnQHuTS7dqi0yEgIUrV
aQKsFIlzovaCrhgQVvdc,"Can we record the minutes of this meeting, please?","CAN IX-ONE-p:1,2,3,4 RECORD MINUTE IX-ONE-s:2 MEETING PLEASE",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aQKsFIlzovaCrhgQVvdc
OiFMfV5tX5YiOjpuIyf5,We can play soccer next weekend instead.,WE CAN PLAY SOCCER NEXT WEEKEND INSTEAD,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/OiFMfV5tX5YiOjpuIyf5
ztwLAmwPIDO7Gitke8yh,Can you stand still for a minute?,CAN MOVE STOP MINUTE YOU,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ztwLAmwPIDO7Gitke8yh
RNQwlGtFWxjzQn7JImTQ,Will our government figure out how to solve this problem?,OUR GOVERNMENT KNOW HOW SOLVE THIS PROBLEM,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/RNQwlGtFWxjzQn7JImTQ
ACr3kRibakiBzBAHCuWK,You can stay with me for a few weeks,few week you can stay me,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ACr3kRibakiBzBAHCuWK
QdXTkdqzezKo2UvkQTUc,Can you show me how to solve this puzzle?,CAN YOU SHOW ME HOW SOLVE fs- PUZZLE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/QdXTkdqzezKo2UvkQTUc
N7cg2mW70a5M5VwU5BsK,Is anyone else coming?,fs-IS COME EVERY ONE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/N7cg2mW70a5M5VwU5BsK
g0YLINqfXb8tB6RmYJug,She was also my best friend.,fs-SHE ALSO MY BEST FRIEND,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/g0YLINqfXb8tB6RmYJug
kv36TbAXHXaKavAQQQUk,One thing led to another,this happen then happen,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/kv36TbAXHXaKavAQQQUk
3yBUBwKPE08lDodAs2Ze,I need your support for this project.,ME NEED YOUR SUPPORT THIS PROJECT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/3yBUBwKPE08lDodAs2Ze
xDPGPwxw6JY8TlLi8OdN,"Wow, the effect of that mascara is great!",fs-WOW IMPACT MASCARA REALLY GREAT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/xDPGPwxw6JY8TlLi8OdN
Iftkn49Z04NsNju56LO6,"During the session, I saw him fall asleep. ",DURING SESSION ME SEE IX-ONE-s:1 SLEEP,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Iftkn49Z04NsNju56LO6
6VNUx7YsiulPVYDtiu4f,Please stop that. ,STOP THAT PLEASE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/6VNUx7YsiulPVYDtiu4f
dUaN1cCWofb73JoSXGMe,Do you like blue or yellow?,blue fs-or yellow you like,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/dUaN1cCWofb73JoSXGMe
HWsEJ0lSxRpACobVm367,His grades have gone up,poss-s:3 grade improve,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/HWsEJ0lSxRpACobVm367
lyjruC32j2t68k8FcsSl,I have more stickers at home.,ME HAVE MORE STICKER home,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/lyjruC32j2t68k8FcsSl
mXogUztIyr7XSoOr2N0l,I understand how you feel,understand you feel,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/mXogUztIyr7XSoOr2N0l
dPJworpFGmzbKwIgCLlI,What’s wrong with the airport’s system? ,WHAT WRONG WITH AIRPLANE SYSTEM,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/dPJworpFGmzbKwIgCLlI
eYhwinJCW0y5rGN6GhZR,I'll be right back,ME RIGHT-BACK,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/eYhwinJCW0y5rGN6GhZR
UuaZFWx4lYLqWxSUeMtq,death is such a heavy topic for me.,DEATH HARD topic for ME,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/UuaZFWx4lYLqWxSUeMtq
JOrzF9L4Zfv4TO9QYB4B,I could eat that all day.,ME CAN EAT THAT ALL-DAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/JOrzF9L4Zfv4TO9QYB4B
OHeDsl7lFDVU9d9BB8fR,,,ASLing/DOoc2yhl6HNqHQfeZCamSbeWFbk1/OHeDsl7lFDVU9d9BB8fR
h2A9u212U04LMdCm8CJ4,She has the pink eye.,fs-SHE HAVE EYE PINK,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/h2A9u212U04LMdCm8CJ4
BdUnRkFYSKLZBnoVMSbR,"I don't want my cat to die, let's take him to the vet please.",CAT DIE ME DON'T-WANT BRING CAT fs-VET PLEASE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/BdUnRkFYSKLZBnoVMSbR
3WX1T6BwAFcelixY12h9,The ground is shaking.,fs-REMOTE fs-CONTROL PRESS GROUND SHAKE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/3WX1T6BwAFcelixY12h9
aKu1gVsYDPHuYURXbqSC,That woman looks so polished.,WOMAN LOOK CLEAN SHINE IX-ONE-s:1,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aKu1gVsYDPHuYURXbqSC
f2JM456Gqa1XeQWrP4bH,"Plus, it has a phone holder.",PLUS HAVE PHONE HOLD,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/f2JM456Gqa1XeQWrP4bH
GBqJLUpPR0YmWix22gIJ,They’ve taken their relationship to the next level.,fs-THEY TAKE THEIR RELATIONSHIP NEXT LEVEL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/GBqJLUpPR0YmWix22gIJ
7wgLw5GTzvhOpuURAJWs,She is so young and so hopeful,IX-ONE-s:1 fs-SO YOUNG fs-SO HOPE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/7wgLw5GTzvhOpuURAJWs
tVBJFnCeTM7AgkxJtQvt,We can play soccer next weekend instead,we can play soccer next weekend instead,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/tVBJFnCeTM7AgkxJtQvt
wlTf8w0bmrgM2957MZt3,His mother is a very lovely woman.,POSS-s:3 MOM LOVELY WOMAN,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/wlTf8w0bmrgM2957MZt3
qp44TJ04yc7L6uhGjJfz,Can you look this way?,can YOU LOOK WAY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/qp44TJ04yc7L6uhGjJfz
LIWtgowdpg14p9UDDHLE,What's wrong with the airport system?,WRONG AIRPLANE SYSTEM WHAT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/LIWtgowdpg14p9UDDHLE
EkEoLtx2nqmdgTTcX5G7,They’ve taken their relationship to the next level.,"IX-ONE-p:3,4 POSS-p:3,4 RELATIONSHIP ADVANCE",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/EkEoLtx2nqmdgTTcX5G7
2f0jPYjDTSwOSbbPzzEt,Sometimes I forget to turn off the porch lights,sometime me forget turn off fs-porch light,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/2f0jPYjDTSwOSbbPzzEt
BDIvh7sduW4vVnjF4HWM,This might actually work,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/BDIvh7sduW4vVnjF4HWM
y5qNMiWDxX9IVUdfdQ2D,Come take a walk with me.,COME WALK WITH ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/y5qNMiWDxX9IVUdfdQ2D
rL6l1ftidr7kFSH34z6z,,,ASLing/DOoc2yhl6HNqHQfeZCamSbeWFbk1/rL6l1ftidr7kFSH34z6z
aSCDTUnNQJxKDfXwInrt,We can win this match if we work together.,we CAN WIN THIS MATCH fs-IF WORK TOGETHER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aSCDTUnNQJxKDfXwInrt
mLBXGeLX8FXPbPTSEMU9,I can’t wait to go home!,CAN-NOT WAIT GO HOME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/mLBXGeLX8FXPbPTSEMU9
BVSuStIca2hyVslaIIM5,What's the difference between happiness and contentment?,different between happy satisfy what,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/BVSuStIca2hyVslaIIM5
7m0aufP9q1F8G5AVkBAn,They can take care of themselves.,"IX-ONE-p:1,2 CAN TAKE-CARE THEMSELF",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/7m0aufP9q1F8G5AVkBAn
ZzmdPC6dNllZHEsU4lv4,Can we record the minutes of this meeting please?,CAN WE RECORD MINUTE   THIS MEETING PLEASE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ZzmdPC6dNllZHEsU4lv4
Qz4fUUg457XWCX8UXiSV,Don’t break the law.,DO-NOT BREAK LAW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Qz4fUUg457XWCX8UXiSV
7D5LaWX0XPGYgLc5pP2V,can your mom and dad come to the party?,CAN YOUR PARENTS COME PARTY,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/7D5LaWX0XPGYgLc5pP2V
zuS9TnFBTqsrM277XVvA,Ix-one-s:2 know where the place is.,IX-ONE-s:2 KNOW WHERE PLACE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/zuS9TnFBTqsrM277XVvA
jO8IxyZ30nO9jJWshwJj,"picture this: a lake, a cabin, and lots of peace and quiet.",PICTURE THIS fs-LAKE fs-CABIN AND A-LOT QUIET,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/jO8IxyZ30nO9jJWshwJj
IkSXWZIXj71fqbiNWUkd,I want to go there.,ME WANT GO IX-ONE-s:3,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/IkSXWZIXj71fqbiNWUkd
4rJtRCELKLMH0P7iytnn,She was my very first teacher.,fs-SHE MY VERY FIRST TEACHER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/4rJtRCELKLMH0P7iytnn
OKePoI17MlRt0OX8PGVT,I have to go to work.,ME NEED WORK WORK,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/OKePoI17MlRt0OX8PGVT
ePl0P1buxTihQdnVqPcv,This card came from my cousin.,THIS CARD FROM MY COUSIN,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ePl0P1buxTihQdnVqPcv
9NHIQjSv2XepZqVSE9sR,I have something for you.,ME HAVE SOMETHING FOR YOU,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/9NHIQjSv2XepZqVSE9sR
rHrg5Z1ASKgBLGzWJWnH,This is the best day of my life.,THIS BEST day MY LIFE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/rHrg5Z1ASKgBLGzWJWnH
aZvyEEfg4hP3M3dQv0SY,She’s a member of the babysitter’s club.,fs-SHE MEMBER fs-OF BABYSITTER #CLUB,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/aZvyEEfg4hP3M3dQv0SY
gx5akLCQrEWe6pDcmlgd,He is my brother.,IX-ONE-s:1 MY BROTHER,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/gx5akLCQrEWe6pDcmlgd
eO6BV118z32NFCR5WF5i,I want you to leave.,I WANT YOU LEAVE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/eO6BV118z32NFCR5WF5i
g4NxIngz76i8DiIp0nsx,With great power comes great responsibility,with big power come big responsible,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/g4NxIngz76i8DiIp0nsx
i3pBvHHQQFrvqCep89k6,you may take your seats.,SIT PLEASE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/i3pBvHHQQFrvqCep89k6
RTOtu5tixrDKm3aK18SR,There’s a boy in her class who keeps pulling her hair.,IX-ONE-s:2 BOY IN HER CLASS KEEP PULL POSS-s:1 HAIR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/RTOtu5tixrDKm3aK18SR
2evmkMh3qmtuDGXulzNF,There are so many things i want to learn.,MANY fs-THINGS ME WANT LEARN,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/2evmkMh3qmtuDGXulzNF
DtGmMZbUnwaViaXf5K0b,I like her too.,ME LIKE HER TOO,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/DtGmMZbUnwaViaXf5K0b
pq81Y8NZa1m2QYCdMhQo,She can’t even stand on her own.,IX-ONE-s:1 CAN-NOT HERSELF STAND   HERSELF,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/pq81Y8NZa1m2QYCdMhQo
yRfz8BtkQmw8LZwG0VBa,They can take care of themselves.,can take-care themself they,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/yRfz8BtkQmw8LZwG0VBa
lU3Su2M8cggB5mR1gVGl,My son can draw a star!,DRAW STAR MY BOY CAN,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/lU3Su2M8cggB5mR1gVGl
t1ZrLH9OidSnV3xOISaP,There’s a basketball court near our house.,BASKETBALL IX-ONE-s:3 fs-NEAR  HOUSE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/t1ZrLH9OidSnV3xOISaP
mC97lrzfLr86U8aYLtFe,This is my favorite cookie. ,THIS MY FAVORITE COOKIE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/mC97lrzfLr86U8aYLtFe
uHzJOimO9zP34DA5bbWC,You are a wonderful leader,you wonderful leader,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/uHzJOimO9zP34DA5bbWC
v7cGCxCiJeIFPAoTGzeg,This news development is really interesting.,THIS fs-NEWS DEVELOPMENT INTEREST,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/v7cGCxCiJeIFPAoTGzeg
iu7mqN038gEJHEcP0JL3,Your mom is here.,YOUR MOM HERE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/iu7mqN038gEJHEcP0JL3
gypckee7ivCF7HvRqO9k,They'll require you to show your ID,"fs-id your will require show ix-one-s:1,2 you",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/gypckee7ivCF7HvRqO9k
V0vjwTsrZlmCeuZT2F0Z,There’s a little bird outside my window.,SMALL BIRD THERE by WINDOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/V0vjwTsrZlmCeuZT2F0Z
I2YwhdrWXEO8cBsY7LLg,"Though you are angry now, I'm sure you will forget about this later.",MAD NOW YOU WILL FORGET LATER ME SURE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/I2YwhdrWXEO8cBsY7LLg
qITiRyNaWjOHMSAGrzYb,"It was your idea to go to the beach, remember?",remember YOUR IDEA GO BEACH,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/qITiRyNaWjOHMSAGrzYb
DYnSwcrhX6u8e6USTUCR,We were in the same English class,WE BEFORE SAME CLASS ENGLISH,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/DYnSwcrhX6u8e6USTUCR
vhRyvDuUOafzEohASdq1,Will you be my friend?,WILL YOU MY FRIEND,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/vhRyvDuUOafzEohASdq1
4mgFoN9xk9PD7i3DeYeS,Are you open to teaching on weekends?,YOU AVAILABLE TEACH WEEKEND,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/4mgFoN9xk9PD7i3DeYeS
hy7o0UXDUXGAGHbs6sLn,i can give you five reasons why you need to watch that video.,ME CAN s:give:a five REASON why YOU NEED WATCH THAT VIDEO,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/hy7o0UXDUXGAGHbs6sLn
VD8USAqeL6T4yPrEcC8B,i’m going home because my mom needs me.,ME GO HOME WHY MY MOM NEED ME,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/VD8USAqeL6T4yPrEcC8B
N95RxRTZHWUsaD6HEdz0,Can I add a coke in that?,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/N95RxRTZHWUsaD6HEdz0
MeUjoAjcO9azMmtU3Ytv,I am going to the doctor because my sister's friend had been sick.,ME GO DOCTOR WHY MY SISTER FRIEND HAVE BEEN SICK,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/MeUjoAjcO9azMmtU3Ytv
FzS4Zez1uxjwCAEwxuqU,Do you want to go with us?,"YOU WANT go WITH POSS-s:4,3,2,1",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/FzS4Zez1uxjwCAEwxuqU
